community_id,poi_category,poi_rank,poi_name,poi_type,distance_m,lat,lng,address
12,bank,3,中国农业银行24小时自助银行(广州珠江帝景支行),金融保险服务;自动提款机;中国农业银行ATM,163,23.102011,113.330587,艺洲路823号
12,convenience,1,新力有家便利店(珠江帝景苑店),购物服务;便民商店/便利店;便民商店/便利店,135,23.102275,113.330575,珠江帝景苑赏湖街2号102铺
12,convenience,2,美宜佳(四季天地店),购物服务;便民商店/便利店;便民商店/便利店,355,23.101129,113.327596,赤岗北路128号(之六)
12,convenience,3,得乐便利店,购物服务;便民商店/便利店;便民商店/便利店,508,23.103470,113.335015,磨碟沙芳园路2号之一
13,restaurant,1,谷之尚中式餐饮(白云万达店),餐饮服务;中餐厅;中餐厅,352,23.172562,113.266353,云城东路501号白云万达金街1层
13,restaurant,2,绿茶餐厅(广州白云万达店),餐饮服务;中餐厅;浙江菜,352,23.172392,113.266296,三元里街道云城东路501号广州白云万达广场3F层03-12-13
13,restaurant,3,广东有好餐饮管理有限公司,公司企业;公司;公司,829,23.178925,113.270725,云城东路与金信路交叉口西北100米
13,bank,1,中国银行(广州云苑支行),金融保险服务;银行;中国银行,169,23.170320,113.270591,大金钟路金钟横路118-122号
13,bank,2,兴业银行24小时自助银行(白云支行),金融保险服务;自动提款机;兴业银行ATM,298,23.173694,113.267868,云城南三路396号
13,bank,3,兴业银行(白云支行),金融保险服务;银行;兴业银行,298,23.173672,113.267833,云城南三路396号
13,convenience,1,万盛便利商行(向云东街店),购物服务;便民商店/便利店;便民商店/便利店,144,23.172697,113.268954,机场东门民航子弟学校对面
13,convenience,2,吉之佳便利店(吉龙店),购物服务;便民商店/便利店;便民商店/便利店,269,23.169841,113.271486,景泰街道云龙路103-105
13,convenience,3,潮双园便利店,购物服务;便民商店/便利店;便民商店/便利店,299,23.172272,113.272428,机场东门街与向云东街交叉口东北160米
14,restaurant,1,蘩楼(北京路天字码头店),餐饮服务;快餐厅;茶餐厅,35,23.116502,113.270402,北京路9号汉国·港汇台
14,restaurant,2,阿强家川菜(北京路天河城店),餐饮服务;中餐厅;四川菜(川菜),177,23.117986,113.269841,北京路21号北京路天河城B区3F层
14,restaurant,3,广州财富号餐饮(天字码头店),餐饮服务;中餐厅;中餐厅,202,23.114827,113.271117,珠江夜游(天字码头)(北京路地铁站A1口步行410米)
14,bank,1,中国建设银行(广州北京路支行),金融保险服务;银行;中国建设银行,97,23.117306,113.270150,北京路15号(北京路地铁站A1口步行130米)
14,bank,2,华夏银行(广州北京南路社区支行),金融保险服务;银行;华夏银行,126,23.115477,113.270729,北京南路3号(北京路地铁站A1口步行340米)
14,bank,3,广州北京南路社区支行,金融保险服务;银行;银行,126,23.115475,113.270725,北京路3号港汇大厦(北京路地铁站A1口步行340米)
14,convenience,1,椰琳海南特产便利店,购物服务;专卖店;土特产专卖店,44,23.116962,113.270528,北京路30号旁边
14,convenience,2,鸿燊便利店(北京路店),购物服务;便民商店/便利店;便民商店/便利店,97,23.117440,113.270421,北京路与珠光路交叉口东20米
14,convenience,3,7-ELEVEn(新光商务店),购物服务;便民商店/便利店;7-ELEVEn便利店,125,23.115481,113.270682,北京路3号港汇大厦F1层
15,restaurant,1,英歌魂餐饮店,餐饮服务;中餐厅;中餐厅,216,23.101449,113.380610,阅江东路晖悦三街8号保利天悦星汇
15,restaurant,2,广州赫派餐饮管理有限公司,科教文化服务;培训机构;培训机构,414,23.103566,113.383346,暄悦东街19-21-23号保利中悦广场
15,restaurant,3,广州玖和餐饮管理有限公司,公司企业;公司;公司,417,23.103575,113.383375,暄悦东街19-21-23号保利中悦广场
15,bank,1,交通银行24小时自助银行,金融保险服务;自动提款机;交通银行ATM,183,23.101401,113.379776,宸悦路保利天悦
15,bank,2,中国民生银行(琶洲支行),金融保险服务;银行;中国民生银行,184,23.101345,113.379329,宸悦路5号保利天悦27栋
15,bank,3,中国民生银行24小时自助银行,金融保险服务;自动提款机;中国民生银行ATM,185,23.101344,113.379185,宸悦路保利天悦
15,convenience,1,美宜佳(保利·天悦星汇店),购物服务;便民商店/便利店;便民商店/便利店,189,23.101331,113.379013,宸悦路5号1楼(中国民生银行旁)
15,convenience,2,7-Eleven小食堂(琶洲保利中悦店),购物服务;超级市场;超市,422,23.104069,113.383308,暄悦东街19保利中悦广场F1层
15,convenience,3,ASUS华硕电脑数码配件,购物服务;购物相关场所;购物相关场所,477,23.098811,113.378350,仁瑞新街18号
16,restaurant,1,广州海珠区华莱士餐饮服务有限公司,公司企业;公司;公司,259,23.096575,113.327875,新港中路与赤岗北路交叉口东北40米
16,restaurant,2,广州市松记餐饮业有限公司,公司企业;公司;公司,276,23.101275,113.327875,四季天地北座(赤岗塔地铁站B口步行430米)
16,restaurant,3,四代目菊川(广州)餐饮管理有限公司,公司企业;公司;公司,405,23.096477,113.325442,新港中路419号海珠供销大厦
16,bank,1,中国建设银行(广州泓景花园支行),金融保险服务;银行;中国建设银行,88,23.099058,113.327622,赤岗北路74号
16,bank,2,广州农商银行(赤岗北路支行),金融保险服务;银行;广州农商银行,154,23.100029,113.327662,赤岗北路118号四季天地南座F1层
16,bank,3,招商银行(广州赤岗北路支行),金融保险服务;银行;招商银行,203,23.097190,113.327602,赤岗北路6号瑞福大厦F1层
16,convenience,1,全家便利店(泓景花园店),购物服务;购物相关场所;购物相关场所,102,23.098328,113.327621,艺泓路16号泓景花园A区
16,convenience,2,美宜佳(四季天地店),购物服务;便民商店/便利店;便民商店/便利店,253,23.096653,113.329116,佳信花园南2门旁
16,convenience,3,ASUS华硕电脑数码配件,购物服务;购物相关场所;购物相关场所,256,23.096638,113.329164,新港中路489号佳信花园(华硕售后维修服务)
17,convenience,1,美宜佳(越秀·天悦金沙店),购物服务;便民商店/便利店;便民商店/便利店,253,23.153162,113.188643,金沙洲浔峰山东路金沙铭峰一街1号越秀·天悦金沙
17,convenience,2,万嘉生活(越秀·星汇金沙二期店),购物服务;便民商店/便利店;便民商店/便利店,668,23.156050,113.193865,金沙洲星汇金沙二期
17,convenience,3,横沙服务区易捷便利店,购物服务;便民商店/便利店;便民商店/便利店,767,23.152968,113.194531,S15广佛高速与沙贝服务区交叉口东60米
18,bank,1,中信银行(广州凤凰城支行),金融保险服务;银行;中信银行,134,23.136993,113.590837,东门商业街310号附近
18,bank,2,中信银行24小时自助银行(凤凰城支行),金融保险服务;自动提款机;中信银行ATM,169,23.136688,113.590941,东门商业街310号附近
18,bank,3,中国建设银行24小时自助银行(增城凤凰城支行),金融保险服务;自动提款机;中国建设银行ATM,202,23.137451,113.588220,碧桂园凤凰城东门商业广场1号楼29-33、36号
18,convenience,1,7-ELEVEn(新塘碧桂园1175店),购物服务;便民商店/便利店;7-ELEVEn便利店,148,23.136967,113.589189,新塘镇广园东碧桂园凤凰城东门商业街233号商铺
18,convenience,2,美宜佳(凤凰城东门店),购物服务;便民商店/便利店;便民商店/便利店,171,23.137475,113.588525,永宁街广园东碧桂园凤凰城东门商业街61号
18,convenience,3,喜洋洋便利店,购物服务;便民商店/便利店;便民商店/便利店,478,23.135387,113.593825,新东城
19,restaurant,1,四僖福餐饮,餐饮服务;中餐厅;中餐厅,73,22.221175,113.524025,前河西路233号红树湾商业中心
19,restaurant,2,海尚堂餐饮店,餐饮服务;中餐厅;中餐厅,227,22.222117,113.522132,茂丰路271号绿景玺悦湾北区
19,restaurant,3,邓叔叔螺蛳粉+阿叔紫菜包饭(港湾苑店),餐饮服务;餐饮相关场所;餐饮相关,405,22.218242,113.523393,绿景玺悦湾南区33号商铺
19,bank,1,招商银行(南屏支行),金融保险服务;银行;招商银行,139,22.220787,113.523484,前河西路233号红树湾商业中心F1层
19,bank,2,中国工商银行(珠海红树湾支行),金融保险服务;银行;中国工商银行,142,22.220746,113.523490,中信红树湾商业中心前河西路233号14栋商业1-1404
